dataset,seed,method,stage,trial_id,class_id,x,y
natops,1,pca,t2b_saliency,natops_train_n00076,1,-6.145337978548116,0.8541599183198599
natops,1,pca,t2b_saliency,natops_train_n00029,4,7.018834718912502,1.0765605710747113
natops,1,pca,t2b_saliency,natops_train_n00136,5,2.1803003644344456,-3.3187869016920484
natops,1,pca,t2b_saliency,natops_train_n00153,4,5.4747261199019475,1.1966953314333728
natops,1,pca,t2b_saliency,natops_train_n00107,5,2.279949527951177,-2.687521404406295
natops,1,pca,t2b_saliency,natops_train_n00074,4,7.129663163802919,1.5165209741641605
natops,1,pca,t2b_saliency,natops_train_n00094,0,-6.077042056161919,-0.1414824796208684
natops,1,pca,t2b_saliency,natops_train_n00106,1,-4.433756305160057,-1.2991358020587054
natops,1,pca,t2b_saliency,natops_train_n00168,1,-6.403314219361938,1.049878419700426
natops,1,pca,t2b_saliency,natops_train_n00177,0,-5.022464945063264,-0.044683620219969855
natops,1,pca,t2b_saliency,natops_train_n00120,2,-5.804203689280181,1.203420495092123
natops,1,pca,t2b_saliency,natops_train_n00067,0,-5.490024131338039,0.3075232127094819
natops,1,pca,t2b_saliency,natops_train_n00143,3,6.552120514824389,1.5045797296550614
natops,1,pca,t2b_saliency,natops_train_n00064,0,-6.184780188446945,-0.9977618154827408
natops,1,pca,t2b_saliency,natops_train_n00046,1,-4.112617817758479,-0.2721013247932941
natops,1,pca,t2b_saliency,natops_train_n00026,2,-5.942022768336565,0.10221428183810714
natops,1,pca,t2b_saliency,natops_train_n00127,0,-6.460390285840969,0.9581109945428594
natops,1,pca,t2b_saliency,natops_train_n00001,2,-5.961995174761617,0.8686062844628042
natops,1,pca,t2b_saliency,natops_train_n00073,2,-3.4131290573506465,0.7088984445366685
natops,1,pca,t2b_saliency,natops_train_n00011,0,-6.169261926742524,-0.4059786000710251
natops,1,pca,t2b_saliency,natops_train_n00139,1,-5.444021253820206,-0.5305797328146006
natops,1,pca,t2b_saliency,natops_train_n00068,1,-4.3901619306029165,-0.8012858838429434
natops,1,pca,t2b_saliency,natops_train_n00145,5,4.522582790472983,-1.2833943339376361
natops,1,pca,t2b_saliency,natops_train_n00079,5,2.135095597410698,-3.598378611371167
natops,1,pca,t2b_saliency,natops_train_n00155,1,-5.61888878124885,-0.6861191237546516
natops,1,pca,t2b_saliency,natops_train_n00171,0,-5.310641217640392,1.484477524816571
natops,1,pca,t2b_saliency,natops_train_n00121,0,-5.530692199439256,0.38427497633870233
natops,1,pca,t2b_saliency,natops_train_n00140,0,-5.7647513624741755,1.410257144587542
natops,1,pca,t2b_saliency,natops_train_n00173,1,-5.340013729026831,-0.27550999329078946
natops,1,pca,t2b_saliency,natops_train_n00002,2,-6.807439942236324,0.7796180667250127
natops,1,pca,t2b_saliency,natops_train_n00128,5,3.884959500897111,-2.5830440685429004
natops,1,pca,t2b_saliency,natops_train_n00084,1,-7.025415692482955,0.9595447589449337
natops,1,pca,t2b_saliency,natops_train_n00100,5,5.355481727346981,-3.7676962466818313
natops,1,pca,t2b_saliency,natops_train_n00025,5,2.2465999009564848,-1.6178939394693699
natops,1,pca,t2b_saliency,natops_train_n00179,3,7.2841251641253395,1.5164869491952235
natops,1,pca,t2b_saliency,natops_train_n00165,3,7.190575867261654,1.8827950028650686
natops,1,pca,t2b_saliency,natops_train_n00031,4,5.8374336656665085,1.4094298282590958
natops,1,pca,t2b_saliency,natops_train_n00099,4,7.272433162553874,0.6309133310969505
natops,1,pca,t2b_saliency,natops_train_n00054,1,-4.813226467998818,0.773629144213221
natops,1,pca,t2b_saliency,natops_train_n00144,0,-4.657732148444956,0.0344544680384601
natops,1,pca,t2b_saliency,natops_train_n00174,3,6.923384936867543,1.6448552152122136
natops,1,pca,t2b_saliency,natops_train_n00053,2,-5.84779619003773,0.6113832246938147
natops,1,pca,t2b_saliency,natops_train_n00119,5,4.040198049021683,-4.213985620398637
natops,1,pca,t2b_saliency,natops_train_n00133,5,4.245355826805945,-3.2420344817190623
natops,1,pca,t2b_saliency,natops_train_n00115,4,7.120114534468196,1.2073163972118535
natops,1,pca,t2b_saliency,natops_train_n00172,5,3.4057496966590457,-2.3909888792302474
natops,1,pca,t2b_saliency,natops_train_n00101,3,6.949602267457448,1.2440595933972505
natops,1,pca,t2b_saliency,natops_train_n00022,4,4.567707531756885,1.542968672364968
natops,1,pca,t2b_saliency,natops_train_n00062,1,-4.589964262583426,-0.3244882691479699
natops,1,pca,t2b_saliency,natops_train_n00082,1,-6.897511231871028,0.7978413930146123
natops,1,pca,t2b_saliency,natops_train_n00102,1,-5.938565398275404,1.1811043028233672
natops,1,pca,t2b_saliency,natops_train_n00142,0,-6.675296286940674,0.6455966989005567
natops,1,pca,t2b_saliency,natops_train_n00135,0,-5.590881834843426,-0.5362750175518239
natops,1,pca,t2b_saliency,natops_train_n00085,1,-5.018632234402472,0.5852820974720865
natops,1,pca,t2b_saliency,natops_train_n00003,3,7.8324713255916745,1.890087807056109
natops,1,pca,t2b_saliency,natops_train_n00077,2,-3.99630302294221,0.26513901293993253
natops,1,pca,t2b_saliency,natops_train_n00055,0,-6.852500568750857,-0.175364256404852
natops,1,pca,t2b_saliency,natops_train_n00007,5,3.8659366675467375,-2.2565997593332168
natops,1,pca,t2b_saliency,natops_train_n00023,3,6.765752933680945,1.1734539088457845
natops,1,pca,t2b_saliency,natops_train_n00118,2,-3.8867943193007695,0.8737596425036578
natops,1,pca,t2b_saliency,natops_train_n00014,2,-4.675787591804151,0.46980077749493904
natops,1,pca,t2b_saliency,natops_train_n00058,1,-5.969863880279189,-0.14732787743658532
natops,1,pca,t2b_saliency,natops_train_n00020,3,6.604234737297836,0.7217333231156782
natops,1,pca,t2b_saliency,natops_train_n00036,2,-4.5210251083481605,0.0893586952588713
natops,1,pca,t2b_saliency,natops_train_n00027,4,6.112264466042332,0.8396152774043798
natops,1,pca,t2b_saliency,natops_train_n00024,0,-5.256453558011042,-2.8261961709829295
natops,1,pca,t2b_saliency,natops_train_n00178,3,7.101115801101639,0.9938278302873605
natops,1,pca,t2b_saliency,natops_train_n00124,0,-4.4620282755222105,0.8521034601268432
natops,1,pca,t2b_saliency,natops_train_n00158,1,-6.638440614425534,1.335639477271428
natops,1,pca,t2b_saliency,natops_train_n00000,3,6.604961182058027,1.8637529576174605
natops,1,pca,t2b_saliency,natops_train_n00132,4,5.838118569740294,1.2421169620384283
natops,1,pca,t2b_saliency,natops_train_n00170,3,6.404430540630271,1.1725575067732414
natops,1,pca,t2b_saliency,natops_train_n00130,0,-5.166135260345366,-0.7310155327380041
natops,1,pca,t2b_saliency,natops_train_n00045,5,1.7538131066305476,-2.616539775188892
natops,1,pca,t2b_saliency,natops_train_n00159,2,-4.98937042865601,0.31102143622451633
natops,1,pca,t2b_saliency,natops_train_n00086,3,6.920196432225353,0.9526920640240356
natops,1,pca,t2b_saliency,natops_train_n00092,0,-5.330263683553971,0.8582914382252881
natops,1,pca,t2b_saliency,natops_train_n00091,2,-5.912268521731961,-0.9352660913276932
natops,1,pca,t2b_saliency,natops_train_n00059,4,6.029663382513703,1.2064029999668933
natops,1,pca,t2b_saliency,natops_train_n00137,3,7.2016893186809625,1.5656186566221215
natops,1,pca,t2b_saliency,natops_train_n00066,2,-6.2364234951197615,0.7951562627010746
natops,1,pca,t2b_saliency,natops_train_n00008,2,-4.840180194237832,-0.8549192388783003
natops,1,pca,t2b_saliency,natops_train_n00037,0,-6.661849845584175,0.7231936066520237
natops,1,pca,t2b_saliency,natops_train_n00032,2,-5.6988286199525415,0.781603255706563
natops,1,pca,t2b_saliency,natops_train_n00147,2,-6.4573483280708155,0.8160947190533314
natops,1,pca,t2b_saliency,natops_train_n00095,4,5.0113638965681835,1.9616849964708718
natops,1,pca,t2b_saliency,natops_train_n00015,1,-4.894076057811308,-0.21126144535568062
natops,1,pca,t3_rebasis,natops_train_n00051,0,-5.893504726036592,-0.316373962179259
natops,1,pca,t3_rebasis,natops_train_n00070,2,-6.577122237118485,0.6264200591812177
natops,1,pca,t3_rebasis,natops_train_n00126,1,-5.756565109283819,0.9046713821692758
natops,1,pca,t3_rebasis,natops_train_n00164,5,0.7752798277471382,-4.253030761887618
natops,1,pca,t3_rebasis,natops_train_n00141,0,-5.2676635292960485,-0.6485236108096865
natops,1,pca,t3_rebasis,natops_train_n00052,2,-5.611753348767093,-0.23145209438976488
natops,1,pca,t3_rebasis,natops_train_n00112,0,-3.866636617866463,1.127257135625882
natops,1,pca,t3_rebasis,natops_train_n00162,1,-6.458819733023867,-0.22728594251726067
natops,1,pca,t3_rebasis,natops_train_n00019,5,4.070697005464124,-4.76132101774403
natops,1,pca,t3_rebasis,natops_train_n00049,5,3.222355932832234,-5.053236177207842
natops,1,pca,t3_rebasis,natops_train_n00105,1,-6.09890595079235,0.7321542669815592
natops,1,pca,t3_rebasis,natops_train_n00117,3,6.034384620470815,1.027981941596125
natops,1,pca,t3_rebasis,natops_train_n00157,4,5.6590314574653835,0.8894931371661406
natops,1,pca,t3_rebasis,natops_train_n00098,4,5.929296797272402,1.8438871145858815
natops,1,pca,t3_rebasis,natops_train_n00114,4,7.521999452137579,1.288213596340479
natops,1,pca,t3_rebasis,natops_train_n00138,5,1.5348632832293696,-4.4339827374618785
natops,1,pca,t3_rebasis,natops_train_n00044,0,-5.502432360979456,1.518175414740455
natops,1,pca,t3_rebasis,natops_train_n00043,5,3.0120419910403045,-5.0607967695131855
natops,1,pca,t3_rebasis,natops_train_n00134,5,4.525621835223745,-1.831017574431042
natops,1,pca,t3_rebasis,natops_train_n00040,2,-6.483804035741564,0.6689160317592535
natops,1,pca,t3_rebasis,natops_train_n00125,5,3.9920179107445284,-2.4838104209030742
natops,1,pca,t3_rebasis,natops_train_n00005,4,6.667512330859586,1.0053627128736715
natops,1,pca,t3_rebasis,natops_train_n00080,5,4.422379523990861,-3.15055180208553
natops,1,pca,t3_rebasis,natops_train_n00111,3,7.506608934925012,1.3079748286878108
natops,1,pca,t3_rebasis,natops_train_n00072,3,6.994890602905484,1.0678785672564044
natops,1,pca,t3_rebasis,natops_train_n00152,4,5.415923719125097,0.9425944257470824
natops,1,pca,t3_rebasis,natops_train_n00123,3,7.637412717871124,0.7723291713739138
natops,1,pca,t3_rebasis,natops_train_n00110,2,-3.388871999808337,0.788062562129923
natops,1,pca,t3_rebasis,natops_train_n00035,4,5.107387092634525,0.30404009950023947
natops,1,pca,t3_rebasis,natops_train_n00163,3,7.2544930775356296,0.5799917708462006
natops,1,pca,t3_rebasis,natops_train_n00161,4,6.574637116678253,0.19216996158599892
natops,1,pca,t3_rebasis,natops_train_n00116,4,8.078468873151861,0.4137026327206332
natops,1,pca,t3_rebasis,natops_train_n00028,4,7.184051285983755,1.832255167596591
natops,1,pca,t3_rebasis,natops_train_n00021,2,-4.507369982634947,0.608739126342163
natops,1,pca,t3_rebasis,natops_train_n00113,2,-6.98908217182078,0.9687970227353142
natops,1,pca,t3_rebasis,natops_train_n00146,5,4.2643265459611746,-2.702619239220893
natops,1,pca,t3_rebasis,natops_train_n00104,1,-5.101531682814322,0.9380223057657529
natops,1,pca,t3_rebasis,natops_train_n00018,1,-6.536446392217926,1.1833423344337872
natops,1,pca,t3_rebasis,natops_train_n00050,3,6.293494286164361,0.8916203666379707
natops,1,pca,t3_rebasis,natops_train_n00033,4,5.938676147794036,1.6029768733430083
natops,1,pca,t3_rebasis,natops_train_n00097,5,1.847090171480574,-4.58848307391797
natops,1,pca,t3_rebasis,natops_train_n00065,5,2.1250290799987708,-3.516797415121669
natops,1,pca,t3_rebasis,natops_train_n00129,3,7.127479800577484,1.6215426739192873
natops,1,pca,t3_rebasis,natops_train_n00081,0,-4.639310769445561,0.8797495778028811
natops,1,pca,t3_rebasis,natops_train_n00060,3,6.704650846478027,1.2700336956200375
natops,1,pca,t3_rebasis,natops_train_n00087,4,7.005363583349925,1.3366995267587543
natops,1,pca,t3_rebasis,natops_train_n00071,3,7.133205333735351,1.0835203796984307
natops,1,pca,t3_rebasis,natops_train_n00175,3,5.5551588808649175,0.8577171736936647
natops,1,pca,t3_rebasis,natops_train_n00076,1,-6.209387631731743,0.8657264964413106
natops,1,pca,t3_rebasis,natops_train_n00029,4,7.102670993239938,1.0603280210031936
natops,1,pca,t3_rebasis,natops_train_n00136,5,2.188597590424497,-3.3190835565075454
natops,1,pca,t3_rebasis,natops_train_n00153,4,5.4982405925468,1.1957967270150152
natops,1,pca,t3_rebasis,natops_train_n00107,5,2.310266216702386,-2.6924256096326133
natops,1,pca,t3_rebasis,natops_train_n00074,4,7.197024627689807,1.5040895761483213
natops,1,pca,t3_rebasis,natops_train_n00094,0,-6.1306919572931395,-0.13179743961830406
natops,1,pca,t3_rebasis,natops_train_n00106,1,-4.500432212241803,-1.2845979144703628
natops,1,pca,t3_rebasis,natops_train_n00168,1,-6.467239485249174,1.060780273811667
natops,1,pca,t3_rebasis,natops_train_n00177,0,-5.058968260537194,-0.03903985875739177
natops,1,pca,t3_rebasis,natops_train_n00120,2,-5.870319401527944,1.215378673098945
natops,1,pca,t3_rebasis,natops_train_n00067,0,-5.525941395252868,0.3117636428276843
natops,1,pca,t3_rebasis,natops_train_n00143,3,6.611986848006566,1.4916439094198117
natops,1,pca,t3_rebasis,natops_train_n00064,0,-6.236127741277196,-0.9882194858241795
natops,1,pca,t3_rebasis,natops_train_n00046,1,-4.160488067877025,-0.26147009546396643
natops,1,pca,t3_rebasis,natops_train_n00026,2,-6.023643103626813,0.1198589463553582
natops,1,pca,t3_rebasis,natops_train_n00127,0,-6.510538824615802,0.965784542892467
natops,1,pca,t3_rebasis,natops_train_n00001,2,-6.016777298485459,0.8774142497496497
natops,1,pca,t3_rebasis,natops_train_n00073,2,-3.459194837236082,0.7166197847400423
natops,1,pca,t3_rebasis,natops_train_n00011,0,-6.2229263193387,-0.396993024635472
natops,1,pca,t3_rebasis,natops_train_n00139,1,-5.498042525491653,-0.5192643804745591
natops,1,pca,t3_rebasis,natops_train_n00068,1,-4.432249164337739,-0.7937162030851981
natops,1,pca,t3_rebasis,natops_train_n00145,5,4.581962739155291,-1.2959973872136927
natops,1,pca,t3_rebasis,natops_train_n00079,5,2.1486477123249133,-3.600019386113725
natops,1,pca,t3_rebasis,natops_train_n00155,1,-5.67818122588796,-0.6749331840172774
natops,1,pca,t3_rebasis,natops_train_n00171,0,-5.3588817427736455,1.492429511175539
natops,1,pca,t3_rebasis,natops_train_n00121,0,-5.57942375041205,0.39231124960482433
natops,1,pca,t3_rebasis,natops_train_n00140,0,-5.810808263882758,1.4170900721228838
natops,1,pca,t3_rebasis,natops_train_n00173,1,-5.37714203517964,-0.26896359817456467
natops,1,pca,t3_rebasis,natops_train_n00002,2,-6.880995097364705,0.794262498271196
natops,1,pca,t3_rebasis,natops_train_n00128,5,3.9132463398380453,-2.5857137262805874
natops,1,pca,t3_rebasis,natops_train_n00084,1,-7.08581017896364,0.9698125644240201
natops,1,pca,t3_rebasis,natops_train_n00100,5,5.405962755056308,-3.7755440142056935
natops,1,pca,t3_rebasis,natops_train_n00025,5,2.3132960149006414,-1.6333236209527546
natops,1,pca,t3_rebasis,natops_train_n00179,3,7.340070388851764,1.5066215146299249
natops,1,pca,t3_rebasis,natops_train_n00165,3,7.222287129695122,1.875844861635199
natops,1,pca,t3_rebasis,natops_train_n00031,4,5.901259642699156,1.3960246346899123
natops,1,pca,t3_rebasis,natops_train_n00099,4,7.333623341731971,0.6226808677846138
natops,1,pca,t3_rebasis,natops_train_n00054,1,-4.837136184125936,0.7748999173599139
natops,1,pca,t3_rebasis,natops_train_n00144,0,-4.689671007732046,0.03846375469162523
natops,1,pca,t3_rebasis,natops_train_n00174,3,6.9932947105907335,1.6306302738383263
natops,1,pca,t3_rebasis,natops_train_n00053,2,-5.883268429928251,0.6148133285935742
natops,1,pca,t3_rebasis,natops_train_n00119,5,4.095446944420176,-4.223598411028767
natops,1,pca,t3_rebasis,natops_train_n00133,5,4.279410457064762,-3.2457345495844816
natops,1,pca,t3_rebasis,natops_train_n00115,4,7.171955811720802,1.19988384278065
natops,1,pca,t3_rebasis,natops_train_n00172,5,3.412217090845647,-2.389670962385676
natops,1,pca,t3_rebasis,natops_train_n00101,3,7.01103241396757,1.2328543364182885
natops,1,pca,t3_rebasis,natops_train_n00022,4,4.5979605934430845,1.5375845601683704
natops,1,pca,t3_rebasis,natops_train_n00062,1,-4.637170417915057,-0.3151243753765472
natops,1,pca,t3_rebasis,natops_train_n00082,1,-6.960140121904871,0.8094727366385704
natops,1,pca,t3_rebasis,natops_train_n00102,1,-6.0027524127691505,1.1928042095454638
natops,1,pca,t3_rebasis,natops_train_n00142,0,-6.722653213318322,0.6527481777511461
natops,1,pca,t3_rebasis,natops_train_n00135,0,-5.611952767377633,-0.534245508925769
natops,1,pca,t3_rebasis,natops_train_n00085,1,-5.062247504199005,0.5919637412009423
natops,1,pca,t3_rebasis,natops_train_n00003,3,7.899861040505482,1.8772046959288982
natops,1,pca,t3_rebasis,natops_train_n00077,2,-4.036860042545172,0.27071691270437076
natops,1,pca,t3_rebasis,natops_train_n00055,0,-6.917574532510289,-0.16286872722763626
natops,1,pca,t3_rebasis,natops_train_n00007,5,3.9181771505089187,-2.2675407464655026
natops,1,pca,t3_rebasis,natops_train_n00023,3,6.8368004483032925,1.1592757366454676
natops,1,pca,t3_rebasis,natops_train_n00118,2,-3.9401917574852563,0.883557022156091
natops,1,pca,t3_rebasis,natops_train_n00014,2,-4.715040132362049,0.4757559848363503
natops,1,pca,t3_rebasis,natops_train_n00058,1,-6.036547929081346,-0.13425925174251926
natops,1,pca,t3_rebasis,natops_train_n00020,3,6.676945592421257,0.711009873114674
natops,1,pca,t3_rebasis,natops_train_n00036,2,-4.548190227323233,0.09158533296850627
natops,1,pca,t3_rebasis,natops_train_n00027,4,6.145927691907314,0.8374424025647997
natops,1,pca,t3_rebasis,natops_train_n00024,0,-5.2930387210777825,-2.8193997976105196
natops,1,pca,t3_rebasis,natops_train_n00178,3,7.160712528664323,0.9852921438179126
natops,1,pca,t3_rebasis,natops_train_n00124,0,-4.488664224833357,0.8542930054818205
natops,1,pca,t3_rebasis,natops_train_n00158,1,-6.695535725590751,1.3452039748251972
natops,1,pca,t3_rebasis,natops_train_n00000,3,6.6701503649089515,1.8518791969964632
natops,1,pca,t3_rebasis,natops_train_n00132,4,5.868281353919309,1.2368262400185799
natops,1,pca,t3_rebasis,natops_train_n00170,3,6.474081603967445,1.158125027548663
natops,1,pca,t3_rebasis,natops_train_n00130,0,-5.197099957448211,-0.7262699724717697
natops,1,pca,t3_rebasis,natops_train_n00045,5,1.7610811014846321,-2.6178647042940817
natops,1,pca,t3_rebasis,natops_train_n00159,2,-5.0514638426695155,0.32326462508962656
natops,1,pca,t3_rebasis,natops_train_n00086,3,6.969999429675345,0.9458962550537127
natops,1,pca,t3_rebasis,natops_train_n00092,0,-5.370614439590926,0.8642960621872865
natops,1,pca,t3_rebasis,natops_train_n00091,2,-5.984728844345864,-0.9206012191356523
natops,1,pca,t3_rebasis,natops_train_n00059,4,6.09154159529334,1.1943563874579817
natops,1,pca,t3_rebasis,natops_train_n00137,3,7.279816149797793,1.549292195747373
natops,1,pca,t3_rebasis,natops_train_n00066,2,-6.29717770462631,0.8064916159194715
natops,1,pca,t3_rebasis,natops_train_n00008,2,-4.895973152049637,-0.8442251490554219
natops,1,pca,t3_rebasis,natops_train_n00037,0,-6.702551487848824,0.7287183529151857
natops,1,pca,t3_rebasis,natops_train_n00032,2,-5.752425681706745,0.7904346649141908
natops,1,pca,t3_rebasis,natops_train_n00147,2,-6.528393748052045,0.8300549777231894
natops,1,pca,t3_rebasis,natops_train_n00095,4,5.052770946479793,1.9532135322010145
natops,1,pca,t3_rebasis,natops_train_n00015,1,-4.948771272096831,-0.20129538974113037
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00143,1,9.021291732788086,7.340530872344971
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00080,0,4.966313362121582,5.539009094238281
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00067,0,10.122659683227539,2.423311948776245
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00110,0,-1.9823600053787231,2.61859393119812
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00028,0,-4.28412389755249,1.133743166923523
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00152,1,8.349529266357422,-0.6404554843902588
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00261,1,-1.7643282413482666,2.1208465099334717
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00090,0,12.378689765930176,-0.6149696111679077
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00183,1,-2.876335620880127,2.135915994644165
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00212,1,-1.5577296018600464,0.9254641532897949
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00156,1,7.693808078765869,1.1373831033706665
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00150,1,15.062626838684082,3.2108893394470215
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00114,0,3.9937994480133057,1.0056991577148438
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00175,1,4.832865238189697,5.16463041305542
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00033,0,6.4053802490234375,3.1958630084991455
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00022,0,13.850048065185547,6.12067174911499
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00188,1,3.371997594833374,1.273235559463501
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00256,1,3.700923442840576,5.375316143035889
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00020,0,10.322218894958496,7.73244047164917
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00235,1,11.575260162353516,-0.08655733615159988
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00059,0,2.5361480712890625,1.953321099281311
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00237,1,-2.146190881729126,1.1878392696380615
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00173,1,13.324094772338867,-2.2981326580047607
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00177,1,-3.218468189239502,2.2677934169769287
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00207,1,9.339351654052734,7.599440574645996
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00004,0,-5.1939377784729,2.4459125995635986
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00026,0,14.383902549743652,3.4399657249450684
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00043,0,6.404767990112305,8.845280647277832
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00149,1,6.787001132965088,1.402456521987915
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00045,0,3.819282054901123,4.515687942504883
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00227,1,6.5304670333862305,8.149579048156738
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00014,0,8.570977210998535,-1.226098895072937
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00085,0,-2.1393063068389893,2.7579567432403564
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00182,1,16.817087173461914,2.6470987796783447
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00060,0,6.952934265136719,1.1907789707183838
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00234,1,10.269954681396484,3.271141290664673
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00200,1,13.342886924743652,-2.241014242172241
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00054,0,3.023184299468994,0.7003707885742188
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00251,1,2.9716718196868896,4.290946006774902
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00103,0,3.970435619354248,-0.332181841135025
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00077,0,-2.7505862712860107,1.218916654586792
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00267,1,3.505612373352051,4.433481216430664
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00176,1,14.1054048538208,5.952710151672363
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00051,0,6.33835506439209,3.4573631286621094
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00128,0,10.739384651184082,8.490034103393555
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00122,0,9.349688529968262,7.583425521850586
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00265,1,7.464272975921631,10.025938034057617
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00193,1,16.603967666625977,2.143627166748047
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00160,1,4.282468318939209,4.583235263824463
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00084,0,15.06289005279541,1.9842725992202759
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00134,0,10.26448917388916,1.7182599306106567
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00220,1,14.257901191711426,6.52276611328125
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00132,0,4.78662633895874,3.0011520385742188
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00096,0,15.040118217468262,0.9261459708213806
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00244,1,8.635292053222656,8.774212837219238
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00071,0,13.32286548614502,-2.0590548515319824
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00068,0,11.246353149414062,-0.28511157631874084
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00087,0,4.71897554397583,6.391138076782227
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00167,1,-4.446068286895752,2.613659381866455
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00017,0,14.644814491271973,7.016777038574219
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00016,0,-3.3927528858184814,0.7620447278022766
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00206,1,6.479545593261719,2.3443000316619873
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00129,0,16.714452743530273,2.1423141956329346
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00146,1,-2.055213689804077,1.4144176244735718
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00013,0,11.204560279846191,7.2039899826049805
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00195,1,-4.818036079406738,2.4139888286590576
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00189,1,11.1123628616333,7.355825901031494
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00133,0,15.148812294006348,1.0065275430679321
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00032,0,7.6664299964904785,9.145277976989746
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00138,1,9.562787055969238,7.720032691955566
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00252,1,10.118642807006836,1.7219027280807495
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00038,0,15.530524253845215,3.236964225769043
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00042,0,14.788100242614746,4.345970153808594
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00225,1,8.272257804870605,7.652336120605469
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00130,0,-4.723568439483643,2.2264981269836426
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00233,1,14.378286361694336,4.858847141265869
selfregulationscp1,1,umap,baseline,selfregulationscp1_train_n00259,1,-4.579089164733887,1.6773319244384766
